video_name,0,1,2
1_real,"[[0.022073931992053986, 0.0224407110363245, 0.02388218231499195, 0.02203354984521866, 0.022418808192014694, 0.017363741993904114, 0.017032964155077934, 0.017737984657287598, 0.0163839403539896, 0.016340000554919243, 0.017939133569598198, 0.01850717142224312, 0.016790399327874184, 0.017870014533400536, 0.019044023007154465, 0.01797228679060936, 0.016126979142427444, 0.016111236065626144, 0.015606018714606762, 0.017593368887901306, 0.015914790332317352, 0.018259767442941666, 0.01951945200562477, 0.01909639872610569, 0.016803212463855743, 0.015490241348743439, 0.023385977372527122, 0.016349976882338524, 0.02074413374066353, 0.02035035751760006, 0.01816638931632042, 0.023650093004107475, 0.020499955862760544, 0.018093355000019073, 0.023006554692983627, 0.019129065796732903, 0.022877728566527367, 0.020612873136997223, 0.02560933493077755, 0.02016982063651085, 0.013601015321910381, 0.01665414497256279, 0.017581293359398842, 0.02000308781862259, 0.01738402247428894, 0.027221091091632843, 0.0203976109623909, 0.02202010527253151, 0.019092904403805733, 0.015974152833223343, 0.020587729290127754, 0.02048494666814804, 0.0], [0.015981461852788925, 0.015197350643575191, 0.016417216509580612, 0.016185397282242775, 0.013045878149569035, 0.0141525249928236, 0.01661073789000511, 0.015089902095496655, 0.016588447615504265, 0.013950980268418789, 0.01473787147551775, 0.019692057743668556, 0.02624424733221531, 0.023473557084798813, 0.018494458869099617, 0.012607507407665253, 0.01738242246210575, 0.018557779490947723, 0.01638668403029442, 0.01700984127819538, 0.01959853060543537, 0.018548721447587013, 0.025368576869368553, 0.023002682253718376, 0.02277914062142372, 0.027868732810020447, 0.022563278675079346, 0.018465133383870125, 0.020394179970026016, 0.01665947400033474, 0.014484605751931667, 0.01915154419839382, 0.019899873062968254, 0.015148269012570381, 0.020235471427440643, 0.021451329812407494, 0.01872389204800129, 0.017529450356960297, 0.020760906860232353, 0.016110001131892204, 0.01998019777238369, 0.016328776255249977, 0.019294682890176773, 0.015963181853294373, 0.019720925018191338, 0.02600189670920372, 0.023674994707107544, 0.025623785331845284, 0.027882345020771027, 0.02267925627529621, 0.02646300010383129, 0.01983681507408619, 0.0], [0.02501313015818596, 0.01821085996925831, 0.024125469848513603, 0.0263933427631855, 0.020863566547632217, 0.02495213784277439, 0.019375896081328392, 0.014972075819969177, 0.02226887457072735, 0.020241418853402138, 0.019618656486272812, 0.023292046040296555, 0.016308175399899483, 0.025419440120458603, 0.020152663812041283, 0.01457089651376009, 0.022536875680088997, 0.010614522732794285, 0.016268407925963402, 0.017351487651467323, 0.016719385981559753, 0.018144289031624794, 0.01485102903097868, 0.01609262265264988, 0.016524599865078926, 0.015583228319883347, 0.01692473143339157, 0.023984521627426147, 0.013810191303491592, 0.017468376085162163, 0.01656903699040413, 0.02128545567393303, 0.019676217809319496, 0.028593800961971283, 0.02339462749660015, 0.016784822568297386, 0.027271078899502754, 0.017455587163567543, 0.014300084672868252, 0.020108431577682495, 0.01726064831018448, 0.02462533675134182, 0.02384440042078495, 0.016562968492507935, 0.015489352867007256, 0.021641775965690613, 0.016575105488300323, 0.019637826830148697, 0.016061222180724144, 0.01788044348359108, 0.018597258254885674, 0.013731603510677814, 0.0], [0.019222350791096687, 0.016429711133241653, 0.018283972516655922, 0.020149769261479378, 0.015250747092068195, 0.016637589782476425, 0.02387009561061859, 0.018956707790493965, 0.016774220392107964, 0.01625019684433937, 0.020789392292499542, 0.019241133704781532, 0.016375647857785225, 0.020891152322292328, 0.02074882946908474, 0.019525060430169106, 0.0200271625071764, 0.01649804227054119, 0.01902160979807377, 0.02500343509018421, 0.023742232471704483, 0.024688012897968292, 0.018431877717375755, 0.02434089221060276, 0.01839142106473446, 0.028167076408863068, 0.018571903929114342, 0.019091395661234856, 0.01844538003206253, 0.01795661449432373, 0.018630942329764366, 0.02385844476521015, 0.020542172715067863, 0.020779242739081383, 0.01832866482436657, 0.013627569191157818, 0.017654500901699066, 0.01518294494599104, 0.024234158918261528, 0.023214902728796005, 0.01118495874106884, 0.01642570085823536, 0.018252752721309662, 0.016601072624325752, 0.02090645767748356, 0.016619320958852768, 0.015124677680432796, 0.019529828801751137, 0.02490595355629921, 0.017319373786449432, 0.015672557055950165, 0.01963021233677864, 0.0]]","[[0.022365111857652664, 0.017004096880555153, 0.019422845914959908, 0.018353158608078957, 0.018950926139950752, 0.015422048047184944, 0.017675530165433884, 0.018519414588809013, 0.018066827207803726, 0.016723113134503365, 0.01602269522845745, 0.01573198102414608, 0.017092542722821236, 0.016294894739985466, 0.017592653632164, 0.018167730420827866, 0.02085675671696663, 0.017750127241015434, 0.02070455625653267, 0.01915092207491398, 0.017823947593569756, 0.016824467107653618, 0.01833251677453518, 0.018501197919249535, 0.017415309324860573, 0.022392429411411285, 0.01838960126042366, 0.016345694661140442, 0.017448291182518005, 0.017909007146954536, 0.018897216767072678, 0.02068687044084072, 0.01796017959713936, 0.018685609102249146, 0.022920653223991394, 0.01769360899925232, 0.02524418942630291, 0.021841689944267273, 0.020798280835151672, 0.030058830976486206, 0.022731181234121323, 0.018905293196439743, 0.016735365614295006, 0.0199138056486845, 0.019707046449184418, 0.01913456618785858, 0.01794319599866867, 0.018116654828190804, 0.018072064965963364, 0.022018374875187874, 0.017910372465848923, 0.013937762007117271, 0.01683679409325123], [0.016616443172097206, 0.016101278364658356, 0.0201413631439209, 0.015883611515164375, 0.01440734788775444, 0.019233105704188347, 0.021035945042967796, 0.023657124489545822, 0.02422996424138546, 0.02156110294163227, 0.01723833940923214, 0.017074985429644585, 0.016793852671980858, 0.016925569623708725, 0.01891644299030304, 0.019984623417258263, 0.02291807532310486, 0.017058318480849266, 0.016060056164860725, 0.018550563603639603, 0.018523409962654114, 0.020750300958752632, 0.01696072891354561, 0.022185862064361572, 0.02061397023499012, 0.02209397405385971, 0.021010281518101692, 0.019999265670776367, 0.015383653342723846, 0.016948310658335686, 0.017488442361354828, 0.015401503071188927, 0.01704166643321514, 0.01741175912320614, 0.022142572328448296, 0.016122912988066673, 0.020363863557577133, 0.02094370685517788, 0.015764813870191574, 0.018976574763655663, 0.0165779497474432, 0.023126037791371346, 0.01656985841691494, 0.016966942697763443, 0.018541507422924042, 0.016372814774513245, 0.015679409727454185, 0.021943457424640656, 0.026147717610001564, 0.02437235414981842, 0.019050845876336098, 0.02061397023499012, 0.013521445915102959], [0.016875356435775757, 0.014963974244892597, 0.012575959786772728, 0.014279894530773163, 0.019380783662199974, 0.016705241054296494, 0.02016266994178295, 0.019192440435290337, 0.016020232811570168, 0.019594881683588028, 0.021913103759288788, 0.018111245706677437, 0.023054616525769234, 0.023184439167380333, 0.019758211448788643, 0.019642779603600502, 0.017941808328032494, 0.020721599459648132, 0.01703680120408535, 0.01653886027634144, 0.025971679016947746, 0.027687236666679382, 0.0216049961745739, 0.02270827442407608, 0.019399719312787056, 0.016045674681663513, 0.019590098410844803, 0.019352415576577187, 0.018547533079981804, 0.025606507435441017, 0.018830416724085808, 0.0158123429864645, 0.01594025082886219, 0.021473532542586327, 0.020251471549272537, 0.017939617857336998, 0.015542511828243732, 0.017979079857468605, 0.02384459227323532, 0.0234749186784029, 0.017474915832281113, 0.016721561551094055, 0.015436624176800251, 0.020044874399900436, 0.015497989021241665, 0.017639944329857826, 0.015061101876199245, 0.022160587832331657, 0.016188308596611023, 0.016603590920567513, 0.01941867545247078, 0.01654895767569542, 0.01594511792063713], [0.014645064249634743, 0.01911359280347824, 0.020192908123135567, 0.024430250748991966, 0.021060191094875336, 0.020835168659687042, 0.016885198652744293, 0.021683670580387115, 0.019310589879751205, 0.016559619456529617, 0.013704129494726658, 0.017536407336592674, 0.016156282275915146, 0.015146883204579353, 0.01667829602956772, 0.01653033308684826, 0.02257498912513256, 0.020179355517029762, 0.01496310904622078, 0.019084449857473373, 0.016983387991786003, 0.0229444932192564, 0.02045963704586029, 0.018239708617329597, 0.016737444326281548, 0.018733037635684013, 0.015700357034802437, 0.017850112169981003, 0.015890276059508324, 0.01621258817613125, 0.01398807018995285, 0.016767095774412155, 0.01846400834619999, 0.026402505114674568, 0.018590658903121948, 0.021880431100726128, 0.02286062203347683, 0.027307195588946342, 0.023288752883672714, 0.021391840651631355, 0.02389930933713913, 0.020615069195628166, 0.0163437332957983, 0.01858782209455967, 0.020947378128767014, 0.019585976377129555, 0.0177551731467247, 0.016304876655340195, 0.0144585520029068, 0.016744595021009445, 0.017795313149690628, 0.019265854731202126, 0.019733568653464317]]","[[0.020161176100373268, 0.027429528534412384, 0.02423604018986225, 0.022665051743388176, 0.023307573050260544, 0.020895324647426605, 0.01743367314338684, 0.016148626804351807, 0.017957324162125587, 0.020026270300149918, 0.016395922750234604, 0.018121514469385147, 0.01924145221710205, 0.018235517665743828, 0.016881832852959633, 0.017497900873422623, 0.02035902626812458, 0.021390842273831367, 0.020548783242702484, 0.020339153707027435, 0.0215402003377676, 0.017519274726510048, 0.01706155389547348, 0.018479492515325546, 0.017989547923207283, 0.02229732647538185, 0.016213808208703995, 0.020067870616912842, 0.01828901842236519, 0.016874106600880623, 0.019605392590165138, 0.016831932589411736, 0.01788724586367607, 0.015817927196621895, 0.016454068943858147, 0.02024008519947529, 0.020586444064974785, 0.018860075622797012, 0.018138663843274117, 0.01925084926187992, 0.02393614500761032, 0.015422298572957516, 0.016620611771941185, 0.016262372955679893, 0.019650917500257492, 0.024224208667874336, 0.022734327241778374, 0.02031930349767208, 0.016967570409178734, 0.018235240131616592, 0.019444512203335762, 0.016905032098293304, 0.0], [0.016972841694951057, 0.02057713270187378, 0.021672850474715233, 0.01804931089282036, 0.020861664786934853, 0.012965167872607708, 0.01855248585343361, 0.019731545820832253, 0.020254405215382576, 0.016980092972517014, 0.02170727029442787, 0.018589075654745102, 0.01842792145907879, 0.019777966663241386, 0.019431566819548607, 0.0164375938475132, 0.01941852644085884, 0.018078802153468132, 0.013892626389861107, 0.01997937262058258, 0.02153308317065239, 0.01770992949604988, 0.014484893530607224, 0.02121477760374546, 0.028771504759788513, 0.026857303455471992, 0.02301156334578991, 0.02035105973482132, 0.024615580216050148, 0.019125638529658318, 0.02236355096101761, 0.014687872491776943, 0.013275868259370327, 0.015771258622407913, 0.011141257360577583, 0.0212095994502306, 0.021334238350391388, 0.02776402048766613, 0.020179135724902153, 0.017634427174925804, 0.018893590196967125, 0.021235505118966103, 0.01853649690747261, 0.015505912713706493, 0.014229025691747665, 0.021564651280641556, 0.019850531592965126, 0.019618067890405655, 0.02100604586303234, 0.020890971645712852, 0.013919785618782043, 0.019354630261659622, 0.0], [0.01998109556734562, 0.01768445037305355, 0.01604350656270981, 0.025675032287836075, 0.025543736293911934, 0.01775691658258438, 0.01891425810754299, 0.01608370617032051, 0.015378120355308056, 0.019894694909453392, 0.01757979206740856, 0.023223791271448135, 0.018329808488488197, 0.017577916383743286, 0.021639028564095497, 0.01403102558106184, 0.021726373583078384, 0.020658189430832863, 0.017849043011665344, 0.023873405531048775, 0.016810884699225426, 0.013431059196591377, 0.019684530794620514, 0.017950130626559258, 0.016197985038161278, 0.022225314751267433, 0.020602786913514137, 0.01501822005957365, 0.02067584916949272, 0.0206053014844656, 0.015506302006542683, 0.022964436560869217, 0.016431989148259163, 0.01894429698586464, 0.021009139716625214, 0.015014554373919964, 0.024782024323940277, 0.027965405955910683, 0.01577165350317955, 0.018667105585336685, 0.017765453085303307, 0.015432656742632389, 0.024945925921201706, 0.020622916519641876, 0.015472267754375935, 0.017372330650687218, 0.018097473308444023, 0.01866767555475235, 0.01746375858783722, 0.01837405376136303, 0.024113574996590614, 0.021969063207507133, 0.0], [0.016320643946528435, 0.015507346019148827, 0.015489372424781322, 0.02179158292710781, 0.018491454422473907, 0.021131442859768867, 0.017026031389832497, 0.018770618364214897, 0.015344464220106602, 0.021185681223869324, 0.022667959332466125, 0.0191513542085886, 0.01913733035326004, 0.022557547315955162, 0.016247591003775597, 0.020055752247571945, 0.024569818750023842, 0.01945769228041172, 0.017020834609866142, 0.015283708460628986, 0.019225135445594788, 0.021188268437981606, 0.019079018384218216, 0.01646471954882145, 0.01918645389378071, 0.0192110612988472, 0.023593978956341743, 0.023109404370188713, 0.024780668318271637, 0.01976410672068596, 0.019002316519618034, 0.019407877698540688, 0.019046440720558167, 0.019687054678797722, 0.01676436886191368, 0.01540452055633068, 0.01749693974852562, 0.01686520129442215, 0.01621192879974842, 0.014369988813996315, 0.020359154790639877, 0.01921926997601986, 0.024462085217237473, 0.020536374300718307, 0.020508816465735435, 0.02199200540781021, 0.022856904193758965, 0.019199339672923088, 0.01936764270067215, 0.017506422474980354, 0.018317900598049164, 0.018606364727020264, 0.0]]"
39_real,"[[0.019386259838938713, 0.016360778361558914, 0.01737985387444496, 0.021393246948719025, 0.022617850452661514, 0.021009577438235283, 0.018697144463658333, 0.018504144623875618, 0.020361628383398056, 0.019510900601744652, 0.019346367567777634, 0.018007224425673485, 0.019352566450834274, 0.017944687977433205, 0.017045777291059494, 0.018615158274769783, 0.01793702132999897, 0.018454518169164658, 0.01905427686870098, 0.01871255598962307, 0.020393341779708862, 0.018715983256697655, 0.01834782212972641, 0.017392588779330254, 0.017884548753499985, 0.017938118427991867, 0.017737790942192078, 0.017922796308994293, 0.017672952264547348, 0.017479853704571724, 0.01743297278881073, 0.017995139583945274, 0.020893847569823265, 0.018096471205353737, 0.01801712065935135, 0.022018518298864365, 0.020901501178741455, 0.017818085849285126, 0.02042573131620884, 0.022359803318977356, 0.02120216377079487, 0.020964743569493294, 0.02052163891494274, 0.021390637382864952, 0.021553141996264458, 0.018636759370565414, 0.020958347246050835, 0.02184850536286831, 0.018410643562674522, 0.02180454321205616, 0.017863821238279343, 0.017708582803606987, 0.0], [6.783019317193488e-20, 7.512243004409484e-20, 6.522967303538741e-20, 7.040751347723966e-20, 6.384904396955105e-20, 6.8287132912188e-20, 9.766766415423096e-20, 1.0789730339209768e-19, 1.246142293685337e-19, 1.4343010676227742e-19, 8.619139910976147e-20, 5.234797320022777e-20, 9.797812830257684e-20, 9.973998423322357e-20, 5.3367415144062557e-20, 5.196596762241886e-20, 6.177328592113751e-20, 5.3733481339208485e-20, 6.927788202852486e-20, 1.0064502322093316e-19, 1.2504088654354914e-19, 5.164345442522841e-20, 4.0843361063907e-20, 5.543578349692567e-20, 7.14900796415699e-20, 8.572970308098617e-20, 7.123744705026884e-20, 7.353466978299638e-20, 7.352568711853193e-20, 7.801967537600157e-20, 7.318541861874e-20, 8.524966690706692e-20, 7.934510306064709e-20, 7.800063083486724e-20, 7.73841744833621e-20, 7.823903979704151e-20, 7.249189229859964e-20, 9.346856578513648e-20, 8.158445546223859e-20, 6.444808429175283e-20, 7.642662891380101e-20, 7.959733498633894e-20, 7.860280539610878e-20, 7.162984731569721e-20, 8.625454917965106e-20, 5.822932105953356e-20, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.0], [0.021352022886276245, 0.02171674743294716, 0.017374442890286446, 0.01759856939315796, 0.01629987545311451, 0.01639566384255886, 0.016236329451203346, 0.016433734446763992, 0.01674150489270687, 0.018705017864704132, 0.01627402938902378, 0.015456922352313995, 0.01744670234620571, 0.01870729960501194, 0.019699841737747192, 0.019912300631403923, 0.018358910456299782, 0.0198531374335289, 0.017410535365343094, 0.017098812386393547, 0.019210051745176315, 0.019992368295788765, 0.01575024425983429, 0.019008858129382133, 0.02560576982796192, 0.02913936972618103, 0.02356899343430996, 0.02073618397116661, 0.02152671478688717, 0.023788664489984512, 0.0212253388017416, 0.021970057860016823, 0.02560576982796192, 0.0154758021235466, 0.0192088782787323, 0.022696534171700478, 0.018055537715554237, 0.017871344462037086, 0.015873773023486137, 0.014839394949376583, 0.0158196110278368, 0.016429724171757698, 0.01593395695090294, 0.017611466348171234, 0.022288810461759567, 0.02335990034043789, 0.020677099004387856, 0.017197195440530777, 0.018117357045412064, 0.022469108924269676, 0.02136179991066456, 0.01851193793118, 0.0]]","[[0.019680606201291084, 0.01920359395444393, 0.01979263685643673, 0.02110905386507511, 0.02060622163116932, 0.019929615780711174, 0.018298214301466942, 0.016914047300815582, 0.01786506548523903, 0.018434220924973488, 0.017449356615543365, 0.016891349107027054, 0.017489876598119736, 0.016847075894474983, 0.016796765848994255, 0.016915079206228256, 0.016628459095954895, 0.016814203932881355, 0.01721504144370556, 0.01782667078077793, 0.01839686557650566, 0.018019476905465126, 0.017213992774486542, 0.01701967418193817, 0.0166010782122612, 0.016955390572547913, 0.016859419643878937, 0.016877952963113785, 0.017115512862801552, 0.0167588759213686, 0.01700306124985218, 0.01676706224679947, 0.017651274800300598, 0.017033183947205544, 0.019600287079811096, 0.02069445140659809, 0.020024722442030907, 0.01686868444085121, 0.022003596648573875, 0.024672958999872208, 0.021397024393081665, 0.023314306512475014, 0.020949894562363625, 0.022630125284194946, 0.023505771532654762, 0.0250921119004488, 0.022143712267279625, 0.02342270500957966, 0.018031852319836617, 0.021124519407749176, 0.017489340156316757, 0.01674354076385498, 0.01731039583683014], [0.0005116374231874943, 0.00048375854385085404, 0.0005412551108747721, 0.00044707601773552597, 0.00040965629159472883, 0.0004104759718757123, 0.0004270066856406629, 0.00048523713485337794, 0.00041953747859224677, 0.0005843795952387154, 0.0006610581185668707, 0.0005054915091022849, 0.0005080277915112674, 0.0005853791953995824, 0.0005927134188823402, 0.0005284588551148772, 0.0005035822396166623, 0.0005018639494664967, 0.0004883270594291389, 0.0005266556981950998, 0.0006568753160536289, 0.0005500471452251077, 0.000431170774390921, 0.0004986884305253625, 0.000471745413960889, 0.0004265963507350534, 0.0005237066652625799, 0.0004822256159968674, 0.0004973509931005538, 0.0005089588812552392, 0.00044294746476225555, 0.0004929386777803302, 0.0004936010227538645, 0.0005705638322979212, 0.0005756007158197463, 0.00040071961120702326, 0.00047718966379761696, 0.00047835614532232285, 0.0004172877233941108, 0.0005244103376753628, 0.00038196114473976195, 0.0004041152715217322, 0.00043410182115621865, 0.000471112405648455, 0.0005189338116906583, 0.0005394082400016487, 0.03908256068825722, 0.14634822309017181, 0.14634822309017181, 0.14634822309017181, 0.14634822309017181, 0.14634822309017181, 0.20638407766819], [0.01679089479148388, 0.021502772346138954, 0.016720330342650414, 0.017299462109804153, 0.01642046682536602, 0.017339104786515236, 0.017912859097123146, 0.017235305160284042, 0.01634746603667736, 0.016184648498892784, 0.0177102480083704, 0.01714167185127735, 0.017234252765774727, 0.01772904023528099, 0.017549514770507812, 0.01966952532529831, 0.021550070494413376, 0.020910004153847694, 0.022053038701415062, 0.021306807175278664, 0.024105491116642952, 0.02296234481036663, 0.01750742457807064, 0.020423131063580513, 0.01990867219865322, 0.021526407450437546, 0.018652308732271194, 0.019336232915520668, 0.017193015664815903, 0.020435599610209465, 0.019794778898358345, 0.019436808302998543, 0.022551221773028374, 0.017542487010359764, 0.020336059853434563, 0.020907452329993248, 0.019903812557458878, 0.016502350568771362, 0.019525988027453423, 0.01801537722349167, 0.018009880557656288, 0.0194095429033041, 0.019370490685105324, 0.017525197938084602, 0.019757360219955444, 0.018826156854629517, 0.017454441636800766, 0.017930908128619194, 0.018792863935232162, 0.016958262771368027, 0.017367834225296974, 0.019124960526823997, 0.016297655180096626]]","[[0.020282413810491562, 0.019115298986434937, 0.01901116408407688, 0.017650729045271873, 0.01812204346060753, 0.018110984936356544, 0.018311334773898125, 0.01877448707818985, 0.01914682611823082, 0.018581682816147804, 0.019076254218816757, 0.01939973793923855, 0.020496459677815437, 0.01933826319873333, 0.020510226488113403, 0.020618168637156487, 0.01934475637972355, 0.02001310884952545, 0.020111067220568657, 0.019822247326374054, 0.02022431418299675, 0.019297584891319275, 0.01963021419942379, 0.02024901658296585, 0.019788403064012527, 0.020080404356122017, 0.01990833319723606, 0.020431511104106903, 0.02015899494290352, 0.02040783129632473, 0.02100430056452751, 0.01931290328502655, 0.020288601517677307, 0.018469495698809624, 0.02259768359363079, 0.01765180565416813, 0.017974980175495148, 0.018917985260486603, 0.017891520634293556, 0.017838092520833015, 0.019082659855484962, 0.017978273332118988, 0.018457874655723572, 0.01768091879785061, 0.017473865300416946, 0.017909549176692963, 0.018338877707719803, 0.01857367530465126, 0.018769187852740288, 0.01855282112956047, 0.01966138929128647, 0.019559651613235474, 0.0], [1.576898338264586e-24, 1.4869297381002612e-24, 1.3480517618122336e-24, 1.497631819570942e-24, 1.5046524844121827e-24, 1.699215856176922e-24, 1.967518888525714e-24, 2.019100728181079e-24, 2.3628742805475914e-24, 1.836617676496055e-24, 1.6205124855619927e-24, 1.241959337783257e-24, 1.7929776940040022e-24, 1.7056580887594095e-24, 1.4118411253682808e-24, 1.4609538303903042e-24, 1.4705487455805074e-24, 1.3641920531482818e-24, 1.2071327065395597e-24, 1.4747282292639815e-24, 2.2186312612431557e-24, 1.9076831972190212e-24, 1.7621661675526536e-24, 1.6723614532413884e-24, 1.6127175537422776e-24, 1.740998465667632e-24, 1.6515668825645362e-24, 1.6739953813913274e-24, 1.6203147772976217e-24, 1.9000138914984626e-24, 1.723448085463501e-24, 1.8426808614135836e-24, 1.7480260330417933e-24, 1.812563138128377e-24, 1.6688946067781684e-24, 1.3883839519210814e-24, 1.5046122525060164e-24, 1.5316740272520101e-24, 1.7249212832040014e-24, 1.7870780005090805e-24, 1.5597639835803462e-24, 1.567255105343938e-24, 1.6411164477226209e-24, 1.4551026518410537e-24, 1.3194793184327417e-24, 4.8882516987601767e-23, 1.5406844636883799e-12, 0.25, 0.25, 0.25, 0.25, 3.2430579055553466e-11, 0.0], [0.019895007833838463, 0.019322959706187248, 0.017911218106746674, 0.017353789880871773, 0.019914446398615837, 0.01980534940958023, 0.01879946142435074, 0.018145592883229256, 0.017029568552970886, 0.01812124438583851, 0.01924292743206024, 0.01753479242324829, 0.022067511454224586, 0.025555050000548363, 0.026722680777311325, 0.020740633830428123, 0.020139353349804878, 0.02121693827211857, 0.020324580371379852, 0.023387741297483444, 0.02043653465807438, 0.017915591597557068, 0.020399149507284164, 0.020247815176844597, 0.02150900475680828, 0.020011920481920242, 0.019207725301384926, 0.019313525408506393, 0.01782941445708275, 0.018123457208275795, 0.016669126227498055, 0.01734849624335766, 0.017469627782702446, 0.01887303963303566, 0.01968243345618248, 0.0209390576928854, 0.018004383891820908, 0.019095510244369507, 0.019217105582356453, 0.018107976764440536, 0.01989015005528927, 0.019543573260307312, 0.019766705110669136, 0.020272545516490936, 0.017155801877379417, 0.01643124222755432, 0.017106657847762108, 0.01876048743724823, 0.01779353991150856, 0.018926100805401802, 0.015826264396309853, 0.014895215630531311, 0.0]]"
